State Name,Constituency,Candidate Name,Gender,Age,Category,Party,Party Symbol,Total_Votes_Polled,Votes_Secured,Pct_of_Polled,Pct_of_Valid,Votes_Secured_fill,Winner_Name,Winner_Party,Winner_Votes,RunnerUp_Votes,Winning_Margin,Is_Winner,YEAR
Nagaland,Gorakhpur,SUJATA BAIRAGI_KUX,MALE,30,ST,RSD,Envelope,1049273,756,0.37,0.02,2637,ASIT KUMAR MAL,RJD,738286,483077,50580,FALSE,2004
Mizoram,MANDSOUR,SUDHA VEERA GANESH_KKQ,MALE,39,ST,BHMPP,Hurricane lamp,1057025,509130,0.09,0.53,1279,PUTTA MAHESH KUMAR,LJPRV,266626,577821,84949,FALSE,2024
Lakshadweep,Araria,B C RAMANADHA AREDDY_MFY,MALE,41,GENERAL,CPI,Diamond,1052758,1743,0.08,0.51,454696,TAPIR GAO,RJD,544427,438280,172897,TRUE,2014
Tripura,Bolpur,MOHD HASAN LAHRI_YEN,THIRD,42,GENERAL,RTBHP,Tongs,1174779,527,2.21,0.06,1325,KONDA VISHWESHWAR REDDY,JnP,438345,406330,2504,FALSE,2004
Odisha,Palakkad,SHYAM KISHOR AWASTHI_PID,THIRD,33,GENERAL,NADLMMKLK,Swing,1151720,2382,0.03,29.25,663511,MANOJ TIGGA,JnP,732312,625116,3242,FALSE,2019
Meghalaya,Davanagere,SUNIL THAMAN_GNF,FEMALE,35,BL,MANAK,Umbrella,1331004,10619,0.28,0.38,2625,SURESH KUMAR SHETKAR,VOTPP,518459,432078,222170,FALSE,2004
Goa,Lalganj,GURCHARAN SINGH MANN_JRF,MALE,53,ST,JMM(U),Funnel,1331386,504,0.02,0.57,10324,KRIPANATH MALLAH,SHSUBT,570424,375726,128368,FALSE,2024
Punjab,Vaishali,PHOOL SINGH BARAIYA_MDR,MALE,31,SC,BKP,Dish antenna,1240999,2008,0.13,55.09,5248,MISHA BHARTI,VOTPP,568692,648096,44072,FALSE,2014
Rajasthan,Almora,SIVANANDAM N_TZC,FEMALE,50,SC,RJKMP,Room cooler,1249972,13103,0.07,40.3,1993,BABU SINGH KUSHWAHA,VCK,778721,360955,371910,FALSE,2024
Nagaland,RAIPUR,PIYA SAHA_XVW,MALE,38,GENERAL,JAKAP,Hour glass,1081878,5831,0.03,0.16,4032,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),RSP,690316,377927,296530,FALSE,2014
Odisha,Araria,SURESH M_WYW,THIRD,53,ST,JBNP,Robot,1081028,3167,0.1,0.1,1616,KHADSE RAKSHA NIKHIL,NCPSP,724937,360955,59808,FALSE,2004
Mizoram,Shillong,SUBRATA BOSE_QYW,MALE,39,GENERAL,VTIPP,Lady purse,1465000,1341,0.08,0.01,9467,NITIN JAIRAM GADKARI,UPPL,547379,104679,331583,FALSE,2009
Chandigarh,TIKAMGARH,MAHAVIR PRASAD KUMAWAT_DPQ,THIRD,50,GENERAL,RPI,Flag with three stars,1603233,3088,0.02,1.73,509462,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,BHRTADVSIP,768245,291333,111298,FALSE,2004
Assam,JHALAWAR-BARAN,MANUJ VERMA_OER,MALE,35,BL,LKSWRJP,Helicopter,1249271,439,40.1,0.11,673,ESWARASAMY K,BJP,862679,500334,461755,FALSE,2009
Jammu and Kashmir,Solapur,RAMESH CHANDRA SINHA_VWC,MALE,34,BL,RJ,Tent,1635636,14207,0.54,0.06,263384,SAVITRI THAKUR,SKM,617744,809355,306559,FALSE,2019
Uttarakhand,JAIPUR RURAL,DHARMENDRA PRATAP_AWR,THIRD,56,ST,KPPU,Grapes,971662,570,0.24,0.07,394,S SUPONGMEREN JAMIR,VOTPP,531601,390010,168402,FALSE,2009
Chhattisgarh,Etawah,JANARDAN DEHURY_BUH,THIRD,32,SC,AMMKMNKZ,Well,1265546,550033,0.09,0.04,18373,BACHHAV SHOBHA DINESH,SP,795503,504223,48,FALSE,2014
Chandigarh,Jaunpur,NAZIR AHMAD SOFI_NSS,FEMALE,43,ST,BHRJWNKP,Tea filter,1081028,79525,0.06,0.59,3508,ABHAY KUMAR SINHA,LJPRV,579786,430636,225945,FALSE,2009
Tamil Nadu,Kairana,SILIVERU NARESH_NNV,MALE,34,GENERAL,AAAP,Clock,1365126,1272,0.06,0.08,395655,CHANDUBHAI CHHAGANBHAI SHIHORA,ASPKR,534906,595240,124861,FALSE,2014
Arunachal Pradesh,Rajampet,URMILA JAIN BHAYA_OOJ,THIRD,67,ST,VSP,Gramophone,1395325,341047,5.68,0.09,1496,VARUN CHAUDHRY,AGP,886850,458897,165620,FALSE,2004
Uttarakhand,Kaiserganj,RAMJIT SINGH_AUD,MALE,38,GENERAL,MDMK,Elephant,1377691,12483,0.11,0.08,382,Suresh Kumar Kashyap,CPI(M),533377,298389,10846,FALSE,2009
Nagaland,KHARGONE,PROF. DR. VILAS BANSIDHAR TANGADE_DGF,FEMALE,48,GENERAL,AIAM,Bead necklace,1283812,981,1.06,0.06,417938,BANDYOPADHYAY SUDIP,DMK,732312,477409,82861,FALSE,2014
Jammu and Kashmir,Pune,RANJANA MISHRA_EUU,THIRD,59,SC,AKBHAD,Football,1337920,164931,0.05,43.42,2994,AZAD KIRTI JHA,NCP,794154,513154,165476,FALSE,2004
Bihar,JHALAWAR-BARAN,AHIRWAR RAJKUMAR THEKEDAAR_MHA,FEMALE,51,SC,AADMPRVTNP,Kettle,1200815,1318,0.07,0.21,20592,DEVENDRA SINGH ALIAS BHOLE SINGH,AAAP,505084,517220,184169,FALSE,2019
Tamil Nadu,Ramtek,PRIYADARSHI PIYUSH_BFK,MALE,28,SC,PGSP,Drum,1357375,26837,49.74,2.18,1182,RAMBHUAL NISHAD,DMK,629143,83566,3242,TRUE,2019
Nagaland,Chatra,DR.TAMILISAI SOUNDARARAJAN_WQB,MALE,34,SC,WPOI,Lady purse,1553679,4486,1.47,0.22,5469,RAMASHANKAR RAJBHAR,VOTPP,772774,458004,81648,FALSE,2019
Nagaland,Alathur,HARI PADA BISWAS_ZZM,THIRD,38,BL,SWP,Air conditioner,1155221,6681,0.05,0.2,531,ANNPURNA DEVI,JD(U),534906,546028,125928,FALSE,2019
Madhya Pradesh,Ghatal,A. KRANTHI KUMAR_WQR,MALE,53,ST,BDJS,Toffee,1199601,19883,0.08,44.17,231,MANSUKHBHAI DHANJIBHAI VASAVA,NCPSP,778721,437412,345298,FALSE,2014
Karnataka,Kodarma,BISWANATH SARDAR_RJB,THIRD,33,GENERAL,RKSYPP,Spanner,1493701,6485,0.05,48.06,723,Dr. KAKOLI GHOSH DASTIDAR,AJSUP,451139,466392,82861,FALSE,2004
Bihar,SIRSA,AMAL KUMAR DEY_UXY,THIRD,63,GENERAL,RVLTGONP,Kettle,1269265,780,0.19,0.1,465072,DR.MALLU RAVI,AAAP,617744,526899,29479,FALSE,2019
Jammu and Kashmir,HOSHANGABAD,VANAZARA HIRABEN DALPATBHAI_VJI,THIRD,54,GENERAL,JMM(U),Fountain,1089296,6867,0.1,0.05,4721,PARSHOTTAMBHAI RUPALA,VCK,712587,501260,251895,FALSE,2009
Lakshadweep,Ghosi,DR. ARVIND KUMAR SHARMA_CYA,FEMALE,49,SC,BHRTPRJAIK,Lady purse,971315,1044,4.38,0.06,20493,C R PATIL,BJP,888202,377526,1012476,FALSE,2014
Manipur,TONK-SAWAI MADHOPUR,NAWIN KIRAN PRADHAN_MAK,MALE,37,SC,PBI,Boat with man and sail,1241169,257,0.28,0.25,501,ARJUN RAM MEGHWAL,ASPKR,678199,726573,2629,FALSE,2009
Jammu and Kashmir,Bangalore Rural,SAMIRAN DAS_ZRA,FEMALE,48,ST,AlPP,Can,1401721,1495,0.15,6.98,963,C.M.RAMESH,UPPL,542175,345886,51356,FALSE,2024
Chandigarh,Chatra,V. VASEEF_KUF,MALE,38,SC,LJSPty,"Hammer, Sickle and Star",1189626,12690,62.75,0.21,1253,GENIBEN NAGAJI THAKOR,CPI(ML)(L),528894,368090,82861,FALSE,2004
Rajasthan,Aurangabad,MALAY GUHA ROY_TLL,THIRD,50,GENERAL,JKNPPB,Truck,1218971,337,0.66,0.05,1493,THIRUMAAVALAVAN THOL,SHS,516496,454785,35152,FALSE,2019
Puducherry,Kheda,TULSHIRAM CHIMAN KHOTARE_MYW,THIRD,38,ST,GRBDMCTP,Rising sun,1195554,809882,0.03,0.05,409,KRITI DEVI DEBBARMAN,ASPKR,508352,382041,155682,FALSE,2024
Telangana,AJMER,S. SATHISH KUMAR_AAH,THIRD,61,GENERAL,AJD,Mixee,1148228,1599,0.65,0.93,1029,VISHWESHWAR HEGDE KAGERI,SP,503131,370658,114506,FALSE,2009
Puducherry,Gaya,THANGAMANI K_ORQ,THIRD,48,ST,JNTSMTP,Envelope,1127054,2260,0.17,47.96,3634,Suresh Kumar Kashyap,RJD,531601,477550,470219,FALSE,2014
Mizoram,JAMMU,HIDAYAT SADEKH ALI SYED_YOT,MALE,70,GENERAL,RJANSWP,Gramophone,1147607,2108,0.15,0.03,6182,MANI. A.,JD(S),808336,325773,103554,FALSE,2024
Tripura,Faizabad,JAWAHAR SINGH_VRR,MALE,44,ST,NTK,Tyres,1089296,615,0.27,0.03,251,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),CPI(ML)(L),537022,575634,233931,FALSE,2004
West Bengal,Sreerampur,PREM LAL_OAD,THIRD,59,SC,ALHP,Elephant,1151720,2619,0.18,0.48,1296,KIREN RIJIJU,JnP,789172,495728,278825,FALSE,2024
Gujarat,Bhongir,NARESH PAL_IJN,FEMALE,48,BL,AJSUP,Scissors,1254499,467068,0.03,0.12,290785,RAJESH RANJAN ALIAS PAPPU YADAV,NCPSP,427677,445613,178264,FALSE,2009
Tripura,FARIDABAD,SUNIL TEWATIA_MEH,FEMALE,37,GENERAL,AJM,Colour tray & brush,1175066,2059,0.01,0.08,512519,KALYAN BANERJEE,DMK,860113,299082,85174,FALSE,2004
Punjab,KURUKSHETRA,ADV. PRADIP S. CHINCHOLIKAR_KXE,THIRD,51,GENERAL,TSP,Stool,1130376,2975,0.1,0.15,663657,DR. AMOL RAMSING KOLHE,ZPM,794154,469452,166816,FALSE,2009
Uttarakhand,Mainpuri,LENIN K_HDV,FEMALE,41,ST,NAUP,Hat,1048604,310,0.22,0.19,1261,ABDUL RASHID SHEIKH,SKM,583559,292668,96615,FALSE,2014
Tamil Nadu,NAMAKKAL,VISHWANATH TUDU_QYO,FEMALE,53,GENERAL,NBPP,Chappals,1202835,4202,0.05,0.57,309,ADITYA YADAV,YSRCP,652405,335357,164558,FALSE,2004
Dadra & Nagar Haveli and Daman & Diu,Chandrapur,BANJAPALLY SUDHA RANI_ZFY,MALE,52,BL,PMPT,Green chilli,1302783,257786,0.27,0.08,11375,DINESH CHANDRA YADAV,VOTPP,548682,340188,28929,FALSE,2024
Tamil Nadu,Maval,PRAMOD KUMAR_DTL,FEMALE,26,ST,AAAP,Petrol pump,1150742,1561,0.02,50.22,1597,MANOHAR LAL,ASPKR,620049,268339,31876,FALSE,2019
Kerala,Baharaich,JANAIAH NANDIPATI_CKM,FEMALE,74,BL,JRVP,Stool,1069236,3792,0.79,0.06,3145,RAMBHUAL NISHAD,TDP,444330,675001,55245,FALSE,2009
Andhra Pradesh,FARIDABAD,JAGDISH PRASAD MEENA_OAH,FEMALE,54,ST,NBBHNRSVP,Calculator,811432,1583,5.68,0.14,3571,KARTI P CHIDAMBARAM,AGP,674428,475066,178437,FALSE,2024
Chhattisgarh,AJMER,SHAIK MUZIBUR RAHAMAN_ERV,THIRD,43,ST,BTJSP,Hand pump,1311056,137864,39.76,2.1,422,SATPAL BRAHAMCHARI,JD(U),520190,615655,53784,FALSE,2014
Chhattisgarh,Haridwar,UDIT RAJ_MWB,FEMALE,64,GENERAL,SRVRP,Letter box,1437528,1318,0.63,0.14,876,SUKANTA MAJUMDAR,BHRTADVSIP,305616,299082,16514,FALSE,2009
Arunachal Pradesh,Nagaon,PARMESHWAR ASHOK RANSHUR_EAV,FEMALE,33,BL,JKP,Ear rings,1387211,621,0.05,0.1,32625,DR. HEMANG JOSHI,SHSUBT,691481,626208,80870,FALSE,2004
Nagaland,KARUR,"JANARDAN SINGH ""SIGRIWAL""_ZRQ",MALE,33,SC,AIMEP,Television,866774,1135,0.39,0.04,2434,BAJRANG MANOHAR SONWANE,HAMS,430323,749125,504247,FALSE,2024
Karnataka,Sonitpur,SURENDRA KUMAR AGRAWAL_RQE,FEMALE,37,GENERAL,RSP,Basket,1050881,1825,0.96,0.05,15265,KARTICK CHANDRA PAUL,DMK,503131,320388,124333,FALSE,2009
Goa,Sikkim,ARUN KUMAR SAGAR_ABO,MALE,32,SC,KJP,Chappals,1938462,10498,0.22,0.11,1347,KHAGEN MURMU,TDP,788569,450132,3242,FALSE,2004
Goa,BHOPAL,ARUN KUMAR RAINA_LBQ,MALE,36,BL,MSMDNP,Shoe,1250052,213,0.15,0.6,346,MAHUA MOITRA,SP,747462,370259,821408,FALSE,2004
Chandigarh,Raichur,AMANPREET SINGH MAHADIPUR_MGB,MALE,57,GENERAL,BhAmAP,Man blowing turha,1081028,90929,0.25,39.6,1703,RICHARD VANLALHMANGAIHA,KEC,693140,390792,282085,FALSE,2019
Arunachal Pradesh,Latur,PRAMOD SAHDEVBHAI GUDADE_NYI,FEMALE,60,GENERAL,IBP,Ladder,1378579,10623,0.07,16.28,5451,BALYA MAMA - SURESH GOPINATH MHATRE,ASPKR,376558,546081,124373,FALSE,2009
Uttarakhand,BARMER,APPALA RAJU NAMMI_MMU,FEMALE,40,GENERAL,AHNP,Road roller,948256,793,0.25,0.09,246,R. K. CHAUDHARY,CPI,673970,322538,339222,FALSE,2014
Dadra & Nagar Haveli and Daman & Diu,Basti,VEDPRAKASH MISHRA_EKM,FEMALE,44,ST,ESBD,Ganna kisan,1130376,4808,0.09,3.79,3971,ARVIND DHARMAPURI,JD(U),557365,311738,82861,FALSE,2004
Telangana,JANJGIR-CHAMPA,MOHAMMAD FAISHAL KHAN_NJI,MALE,66,ST,KRUNDSVKRA,Whistle,1109534,914,0.43,0.05,583,NITYANAND RAI,HAMS,349867,595552,225945,FALSE,2019
Telangana,Alathur,SARBANANDA SONOWAL_PLV,FEMALE,65,ST,SMJDRP,Pears,1142509,1151,0.07,42.55,11770,DR. PRASHANT YADAORAO PADOLE,MDMK,537065,534933,172897,FALSE,2014
Ladakh,Shrawasti,SAYAN BANERJEE_SKH,MALE,63,ST,MOSP,Ginger,1131818,752,0.15,0.26,882,RAVINDRA DATTARAM WAIKAR,RSP,693140,475066,82861,FALSE,2024
Jharkhand,Koppal,ATUL CHANDRA BAURI_OBY,FEMALE,45,SC,SWP,Computer mouse,1206961,4076,0.15,0.19,1342,GAIKWAD VARSHA EKNATH,VCK,796981,601325,169442,FALSE,2019
Haryana,SATNA,RAJU BISTA_YJL,FEMALE,31,ST,AaSaP,Can,1592011,30267,1.14,0.21,2019,BIRENDRA SINGH,TDP,429167,593107,258201,FALSE,2009
Andaman & Nicobar Islands,Raigad,THIRUGNANAM. M_JPO,FEMALE,62,SC,INDPJC,Basket,1010109,674,43.5,2.93,4334,RAO RAJENDRA SINGH,JD(S),601244,643797,48282,FALSE,2024
Uttar Pradesh,Sabarkantha,A.BABU_NYF,MALE,34,GENERAL,JSEP,Diesel pump,1531043,24343,1.17,60.11,17158,RAVI SHANKAR PRASAD,YSRCP,718410,459698,53384,TRUE,2004
Tamil Nadu,Mumbai North,DR. M.R. RANGANATHA_FGQ,MALE,52,GENERAL,RPI(A),Computer mouse,1240999,1263,0.04,0.15,1029,DR. HEMANG JOSHI,BJP,758611,451458,146176,FALSE,2004
Arunachal Pradesh,Chittoor,RAMESH DAS MAHANT_IXR,FEMALE,25,GENERAL,RSHSNSP,Tray,1108735,318,0.17,2.32,1758,DEEPENDER SINGH HOODA,IUML,619749,229480,42225,FALSE,2009
Gujarat,Daman & Diu,KUL BHUSHAN PRASAD_ITF,THIRD,53,SC,SUSP,Pears,1756885,9021,0.16,0.08,673,HARSIMRAT KAUR BADAL,DMK,585834,444027,339222,FALSE,2024
Jammu and Kashmir,Koppal,PANKAJ KUMAR YADAV_JZT,THIRD,60,SC,AADMPRVTNP,Laptop,1369909,501376,0.25,1.23,4216,AMBICA G LAKSHMINARAYANA VALMIKI,JD(S),705538,199168,76768,FALSE,2019
Lakshadweep,Kannauj,GUNADHAR SING_WEE,MALE,45,GENERAL,TRP,Tray,1318346,6641,0.04,0.03,3146,INDRA HANG SUBBA,INC,519748,300444,611578,FALSE,2004
NCT OF Delhi,Banaskantha,GOVINDARASU. P_RZC,THIRD,27,BL,SaRaPa,Shoe,905825,1852,41.35,46.6,2506,JOYANTA BASUMATARY,DMK,686406,418906,13426,TRUE,2009
Jammu and Kashmir,Paschim Champaran,KAKARLA SHANMUKHA REDDY_PJU,THIRD,38,SC,AADMPRVTNP,Wallet,1022585,1236,0.06,8.28,6535,CHANDAN CHAUHAN,RSP,772671,451458,52673,FALSE,2019
Maharashtra,Amethi,RANJEET BHAGAT_EWZ,FEMALE,71,BL,ASDC,Electric bulb,1422157,1734,0.76,0.04,1905,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),UPPL,732312,353597,183306,FALSE,2009
Arunachal Pradesh,Raichur,ANJAIAH VIRIGINENI_YRV,THIRD,45,BL,RATLJNTAP,Road roller,1200815,353,0.08,2.58,956,RAMVIR SINGH BIDHURI,RLTP,589636,479610,109241,FALSE,2014
Punjab,Sabarkantha,MAHAMD JAHANGIR_HEX,MALE,58,ST,VKRMSP,Broom,1385918,9656,0.02,0.13,432159,PRAVEEN PATEL,SAD,822619,645812,49944,FALSE,2019
Tripura,Domariyaganj,KULWANT SINGH_BKS,MALE,56,BL,BTMSP,Frock,1676124,8575,8.03,0.83,3113,MADHAVANENI RAGHUNANDAN RAO,IND,808275,303459,329012,FALSE,2004
Madhya Pradesh,Purnia,HARISHCHANDRA SUDHAKAR NAIK_LLD,THIRD,44,GENERAL,RJBP,Refrigerator,1534562,555,0.11,0.79,685673,Shyamkumar (Babalu) Daulat Barve,SAD,533106,454785,205664,FALSE,2024
Kerala,BETUL,M S JAFARGHAN_GRR,FEMALE,55,BL,RJKMP,Wool and Needle,1230347,213,0.08,0.05,376558,HASMUKHBHAI PATEL (H.S.PATEL),JMM,701131,438280,53784,FALSE,2004
West Bengal,Wardha,BUGADI BASAVALINGAPPA IRAPPA_MEG,THIRD,40,BL,ABMVMP,Bread,1250052,385256,0.14,0.08,2610,NARESH CHANDRA UTTAM PATEL,ASPKR,448514,431163,164215,FALSE,2014
Meghalaya,Chalakudy,PILARAM ANANT_USR,THIRD,70,GENERAL,AJD,Switchboard,1311056,1095,0.65,0.46,7335,SMITA UDAY WAGH,AJSUP,732312,407712,64822,FALSE,2009
Nagaland,NAMAKKAL,ANUP SANJAY DHOTRE_WLA,THIRD,47,SC,JKRP,Electric bulb,1228602,1933,0.53,0.27,133,GENIBEN NAGAJI THAKOR,CPI,664819,448555,284620,FALSE,2004
Haryana,Kakinada,ATUL RAINA_FKD,MALE,42,ST,TMK,Tiller,1147497,522461,0.07,0.29,13014,DR SHRIKANT EKNATH SHINDE,VOTPP,595038,325773,357608,FALSE,2019
Jammu and Kashmir,Bathinda,AMINUL ISLAM_STT,THIRD,54,ST,AJPR,Ceiling fan,1328726,4470,0.24,0.38,402850,GANAPATHY RAJKUMAR P,JMM,622213,726573,70703,FALSE,2014
West Bengal,Daman & Diu,RATHA G_KPA,MALE,53,BL,PRCP,Table lamp,1206961,8706,0.19,0.08,5069,SMITA UDAY WAGH,VCK,445657,446049,162001,FALSE,2019
Kerala,Rajmahal,SAKTHIVEL A_DOO,FEMALE,53,GENERAL,NCPSP,Switchboard,1015032,649,25.6,0.08,900,MALVIKA DEVI,INC,724937,617154,342196,FALSE,2004
Mizoram,RATLAM,PADHIYAR JASHPALSINH MAHENDRASINH (BAPU)_QNF,THIRD,33,GENERAL,RSTRSNTP,Throwing a javelin,1365126,24383,0.1,0.53,3812,SHASHI THAROOR,SP,683950,424711,338087,TRUE,2014
Tripura,Bolpur,RAJENDRA PANDURANG BHOSALE_BHA,THIRD,58,ST,ABCD(A),Gas cylinder,1209822,1906,43.24,0.02,1576,RAM SHIROMANI VERMA,DMK,592318,586878,53784,FALSE,2009
Arunachal Pradesh,Etawah,SUKHPAL SINGH KHAIRA_PZD,MALE,45,GENERAL,BhAmAP,Brief case,1371102,5353,0.48,0.19,406567,KHAGEN MURMU,MDMK,257786,461865,277083,FALSE,2009
Bihar,DINDIGUL,NARASIMHA REDDY DYAPA_QIY,MALE,41,GENERAL,JPJD,Diamond,1011592,3212,0.05,1.42,1062,NAVEEN JINDAL,JKN,673970,809355,48,FALSE,2014
Lakshadweep,Robertsganj,PARTAP SINGH RANA_LEO,FEMALE,36,ST,NBEP,Hand pump,1144956,12394,0.13,58.66,2208,H.D. KUMARASWAMY,BJP,724937,537442,115677,FALSE,2014
Andaman & Nicobar Islands,Muzaffarnagar,SRIRAM PANDEY_SGS,FEMALE,60,GENERAL,RVLTGONP,Clip,1271490,141,0.05,0.25,2856,BISHNU PADA RAY,RJD,654613,240042,486674,FALSE,2009
Karnataka,Tripura West,UDEVIR_KZB,MALE,34,BL,BMJP,Nail cutter,1296227,19494,50.14,0.07,15836,RAVINDRA DATTARAM WAIKAR,TDP,349867,733257,89325,FALSE,2019
Jharkhand,Maharajganj,GUJJULA LALITHA_FOA,MALE,30,BL,NPEP,Door handle,1260841,1623,31.94,0.08,11174,V K SREEKANDAN,BHRTADVSIP,866483,733257,33406,FALSE,2004
Punjab,Barpeta,VISHRAM BABU_KWY,THIRD,54,BL,ARPS,Clock,402330,670,42.97,0.65,731,MURARI LAL MEENA,BHRTADVSIP,945761,224432,86693,FALSE,2024
Jammu and Kashmir,Vadodara,J.GOPALAKRISHNAN_BPI,MALE,57,GENERAL,SRVRP,Helmet,1303583,782,0.03,0.15,857,NARAYAN TATU RANE,AGP,743113,476096,225945,FALSE,2009
Maharashtra,Amroha,DEEPAK KUMAR GUPTA_KOP,MALE,34,ST,JaHP,Box,1304308,3709,0.05,0.03,835,CHINTAMANI MAHARAJ,AGP,504541,337300,123038,FALSE,2009
Ladakh,ALWAR,BABU N_QFY,THIRD,25,ST,SSS,Pencil sharpner,1425910,2769,4.37,0.1,3145,KAMAKHYA PRASAD TASA,AITC,471217,426882,37508,FALSE,2004
Himachal Pradesh,Nalanda,RESHMA PANWAR_XKC,THIRD,41,ST,HVD,Brush,1401721,301026,0.37,0.03,433,SHAFI PARAMBIL,IUML,508352,466392,251667,FALSE,2019
Maharashtra,Ramtek,DIPA BOURI_GXG,FEMALE,50,SC,svjn,Mike,1167912,251,0.36,0.14,565,BANDI SANJAY KUMAR,HAMS,860113,191525,268497,FALSE,2009
NCT OF Delhi,Porbandar,BALANAGOUDRA MALLIKARJUNAGOUDA_FFN,MALE,55,BL,RLTP,Dumbbells,1329162,614924,0.3,0.07,113318,THIRUMAAVALAVAN THOL,BJP,562339,293326,79781,FALSE,2019
Telangana,Bhiwandi,ABHISHEK K_XHJ,THIRD,40,ST,RSTRSMPRP,Frying pan,998204,2464,0.21,0.31,946,BHOJRAJ NAG,SHSUBT,642292,459698,229491,FALSE,2024
Uttar Pradesh,Valmiki Nagar,PANDIYAN P_OAG,MALE,39,GENERAL,BARESP,Broom,1402941,473059,35.37,0.38,3271,KISHORI LAL,RJD,413848,506247,166816,FALSE,2019
Bihar,UDHAMPUR,VIKRAMADITYA SINGH_GML,MALE,32,ST,KKJHS,Football player,1159744,460,0.48,1.76,1879,DR. PRABHA MALLIKARJUN,AIMIM,471217,577821,89325,FALSE,2014
Tamil Nadu,Dumka,BUKYA JAIVANTH RAO_QGJ,MALE,30,BL,AZSP,Tray,1418468,6404,8.36,0.18,507,BACHHAV SHOBHA DINESH,AGP,664732,685673,70053,FALSE,2024
Assam,ANANTNAG-RAJOURI,LAKHAN RAJARAM KAMBLE_FWL,THIRD,27,SC,AKNDBRTSMR,Ceiling fan,1175066,13723,0.3,47.04,126730,GAJENDRA SINGH PATEL,NCPSP,687588,261594,66121,FALSE,2004
Jammu and Kashmir,Moradabad,KADIRE KIRAN KUMAR_MYL,THIRD,79,ST,BRSBD,Brief case,1304517,3167,49.9,0.41,1334,AFZAL ANSARI,RJD,471217,292668,89325,FALSE,2004
Mizoram,Thirupathi,R. PRAKASH_ANV,MALE,70,BL,NRCP,Cake,1304308,1792,0.11,0.2,780,Suresh Kumar Kashyap,ASPKR,766929,359907,187231,FALSE,2009
Meghalaya,Inner Manipur,GOPI DEEPAK_EKP,THIRD,29,BL,RVLTGONP,Pen nib with seven rays,1127376,301026,0.2,0.04,261,JAGADISH CHANDRA BARMA BASUNIA,RLD,693140,271582,80870,FALSE,2019
Tripura,Chikkodi,AMBI HANUMANTH RAO_XRN,THIRD,54,BL,BHRTPRJAIK,Spanner,1174779,3875,0.59,44.17,1864,JAI PRAKASH,NCPSP,766202,301282,43283,FALSE,2014
Tripura,Bidar,SONDI KRISHNA._KFB,MALE,41,BL,LSWP,Hurricane lamp,1531287,1398,1.26,0.54,3094,SANJAY UTTAMRAO DESHMUKH,AIMIM,655027,475066,175594,FALSE,2019
Karnataka,Bankura,DR. ASEEM VERMA_UZN,THIRD,67,SC,YSEP,Bread,1319713,2479,0.04,0.08,1570,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),ZPM,592162,630339,137603,FALSE,2014
Madhya Pradesh,Mumbai North West,GOVINDARAJ S R_SNG,MALE,42,BL,UPPL,Ring,806037,7821,43.14,0.92,3931,GOPAL JEE THAKUR,YSRCP,543037,575634,59564,FALSE,2009
Maharashtra,Bhadrak,BIKRAM RAMCHIARY_EQK,MALE,74,GENERAL,UKKD,Bench,1425910,8986,0.14,35.67,27395,CHINTAMANI MAHARAJ,VCK,624797,648378,174830,FALSE,2014
Meghalaya,Jagatsinghpur,"MURUGANANDAM, A.P._DKZ",FEMALE,32,BL,BPKP,Pendulum,1550628,789,4.48,0.25,7907,BALYA MAMA - SURESH GOPINATH MHATRE,DMK,266626,560379,204142,FALSE,2009
Nagaland,JAIPUR,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA)_JMW,THIRD,34,GENERAL,BAHUMP,Camera,1394953,216657,0.03,0.08,641,CHANDRA PRAKASH CHOUDHARY,SP,658914,615655,142591,FALSE,2004
Tamil Nadu,JANJGIR-CHAMPA,SURESH PAL_HLA,MALE,28,GENERAL,ADJP,Car,1534562,73884,0.2,0.08,1960,MANOJ TIGGA,AIMIM,683950,393860,90834,FALSE,2009
Ladakh,Purnia,SANTOSH BHIKAJI BHALERAO_WAW,FEMALE,44,BL,BHRTJNTM,Tube light,1304337,1133,0.26,0.5,1885,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),IUML,471046,191525,217011,FALSE,2004
Bihar,Firozabad,ARUNIMA PANDEY_LQZ,MALE,48,BL,RCMP,Black board,1011620,2544,0.06,0.33,3060,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,JnP,573319,158111,169114,FALSE,2024
Rajasthan,Satara,VIKAS THAKRE_SFS,FEMALE,35,SC,AGP,Cake,1542292,11912,0.28,0.08,9872,K. SUDHAKARAN,SKM,707500,341047,233931,FALSE,2024
Puducherry,THANJAVUR,JAI PARKASH SHARMA_ERC,MALE,63,BL,DMSK,Cock,1307632,8946,0.33,29.11,10879,BRIJENDRA SINGH OLA,BHRTADVSIP,500099,229480,131364,FALSE,2009
